CODE	CIM.CMA	NIVEAU	DIAG	LISTE_RACINE	LIBELLE
T327	T32.7	2	709	32	CORROSIONS COUVRANT ENTRE 70 ET MOINS DE 80% DE LA 
T328	T32.8	2	709	32	CORROSIONS COUVRANT ENTRE 80 ET MOINS DE 90% DE LA 
T329	T32.9	2	709	32	CORROSIONS COUVRANT 90% OU PLUS DE LA SURFACE DU CORPS
T450	T45.0	2	1011	-	INTOX. PAR MEDICAM. ANTIALLERGIQUES ET ANTIEMETIQUES
T451	T45.1	2	1011	-	INTOX. PAR MEDICAM. ANTITUMORAUX ET IMMUNOSUPPRESSEURS
T452	T45.2	2	1011	-	INTOX. PAR VIT., NCA 
T453	T45.3	2	1011	-	INTOX. PAR ENZYM., NCA
T454	T45.4	2	1011	-	INTOX. PAR FER ET SES COMPOSES
T455	T45.5	2	1011	-	INTOX. PAR ANTICOAGULANTS
T456	T45.6	2	1011	-	INTOX. PAR MEDICAM. AGIS. SUR LA FIBRINOLYSE 
T457	T45.7	2	1011	-	INTOX. PAR ANTAGON. DES ANTICOAGULANTS, VIT. K ET AUTRES 
T458	T45.8	2	1011	-	INTOX. PAR AUTRES SUBST. SYSTEMIQUES ET HEMATO. 
T459	T45.9	2	1011	-	INTOX. PAR SUBST. SYSTEMIQUE ET HEMATO., SAI
T460	T46.0	2	128	-	INTOX. PAR GLUCOSIDES CARDIOTONIQUES ET MEDICAM. 
T461	T46.1	2	128	-	INTOX. PAR INHIBITEURS CALCIQUES 
T462	T46.2	2	128	-	INTOX. PAR AUTRES ANTIARYTHMISANTS, NCA
T463	T46.3	2	128	-	INTOX. PAR VASODILATATEURS CORONARIENS, NCA
T464	T46.4	2	128	-	INTOX. PAR INHIBITEURS DE L'ENZYM. DE CONVERSION 
T465	T46.5	2	128	-	INTOX. PAR AUTRES ANTIHYPERTENSEURS, NCA
T466	T46.6	2	128	-	INTOX. PAR ANTIHYPERLIPIDEMIANTS ET 
T467	T46.7	2	128	-	INTOX. PAR VASODILATATEURS PERIPH.
T468	T46.8	2	128	-	INTOX. PAR SUBST. ANTIVARIQUEUSES, Y COMPRIS LES AGENTS 
T469	T46.9	2	128	-	INTOX. PAR SUBST. AGIS. SUR LE SYST. CARDIO-VASC., NCA OU SAI
T71	T71	2	305	-	ASPHYXIE 
T741	T74.1	2	231	-	SEVICES PHYS. 
T742	T74.2	2	231	-	SEVICES SEXUELS
T748	T74.8	2	231	-	SYND. DUS A DE MAUVAIS TRAITEMENTS, NCA
T749	T74.9	2	231	-	SYND. DU A DE MAUVAIS TRAITEMENTS, SAI
T790	T79.0	2	362	41	EMBOLIE GAZEUSE
T791	T79.1	2	362	41	EMBOLIE GRAISSEUSE
T793	T79.3	2	875	41	INFECT. POST-TRAUMA. D'UNE PLAIE, NCA 
T794	T79.4	2	160	41	CHOC TRAUMA.
T797	T79.7	2	877	41	EMPHYSEME /S-CUT. D'ORIGINE TRAUMA.
T800	T80.0	2	362	-	EMBOLIE GAZEUSE CONSEC. A INJ., PERF., TRANSF.
T801	T80.1	2	819	-	COMPLIC. VASC. CONSEC. A INJ., PERF., TRANSF.
T810	T81.0	2	545	-	HEMORR. ET HEMATOME COMPLIQ. UN ACTE, NCA 
T812	T81.2	2	575	-	PERFO. ET DECHIRURE ACCIDENTELLES AU COUR D'UN ACTE, NCA
T8138	T81.38	2	432	-	DESUNIONS D'UNE PLAIE OP. NCA, NCA/SAI
T816	T81.6	2	179	-	REAC. AIG. A UNE SUBST. ETRANGERE LAISSEE ACCID. AU COURS 
T817	T81.7	2	771	-	COMPLIC. VASC. CONSEC. A UN ACTE, NCA
T818	T81.8	2	238	-	COMPLIC. D'UN ACTE, NCA
T820	T82.0	2	372	-	COMPLIC. MEC. D'UNE PROTHESE VALV. CARD.
T821	T82.1	2	372	-	COMPLIC. MEC. D'UN APP. CARD. ELECTRONIQUE
T822	T82.2	2	402	-	COMPLIC. MEC. D'UN PONTAGE CORONARIEN ET D'UNE GREFFE 
T830	T83.0	2	320	-	COMPLIC. MEC. D'UNE SONDE URIN.
T832	T83.2	2	321	-	COMPLIC. MEC. D'UNE GREFFE D'ORG. URIN. 
T840	T84.0	2	302	-	COMPLIC. MEC. D'UNE PROTHESE ARTIC. INT. 
T841	T84.1	2	217	-	COMPLIC. MEC. D'UNE PROTHESE INT. DE FIXATION D'OS D'UN MB.
T842	T84.2	2	217	-	COMPLIC. MEC. D'UNE PROTHESE INT. DE FIXATION D'AUTRES OS
T843	T84.3	2	302	-	COMPLIC. MEC. D'AUTRES PROTH., IMPL., GREF. DES OS 
T844	T84.4	2	302	-	COMPLIC. MEC. D'AUTRES PROTH., IMPL., GREF. ORTHOPED. INT.
T848	T84.8	2	168	-	COMPLIC. DE PROTH., IMPL., GREF. ORTHOPED. INT., NCA 
T849	T84.9	2	539	-	COMPLIC. PROTH., IMPL., GREF. ORTHOPED. INT., SAI 
T8558	T85.58	2	311	-	COMPLIC. MEC. DUE A D'AUTRES PROTH., IMPL., GREF. GASTR.-
T856	T85.6	2	724	-	COMPLIC. MEC. D'AUTRES PROTH., IMPL., GREF. INT. PREC.
T857	T85.7	2	73	-	INFECT. ET REAC. INFL. DUES A D'AUTRES PROTH., IMPL., GREF. 
T8600	T86.00	2	226	-	REJET GREF. MOELLE OS. PAR L'HOTE
T8602	T86.02	2	226	-	REACTION CHRON. GREFFON MOELLE OS. CONTRE L'HOTE
T8609	T86.09	2	226	-	REJET GREF. MOELLE OS., SAI
T861	T86.1	2	193	-	ECHEC ET REJET D'UNE GREFFE DE REIN
T862	T86.2	2	226	-	ECHEC ET REJET D'UNE GREFFE DE COEUR
T863	T86.3	2	715	-	ECHEC ET REJET D'UNE GREFFE COEUR-POUMON 
T8680	T86.80	2	185	-	ECHEC ET REJET DE GREFFE D'INTESTIN
T8681	T86.81	2	185	-	ECHEC ET REJET DE GREFFE DE PANCREAS
T8682	T86.82	2	185	-	ECHEC ET REJET DE GREFFE DE POUMON 
T870	T87.0	2	983	-	COMPLIC. D'UNE REIMPLANTATION DE MB. SUP. 
T871	T87.1	2	983	-	COMPLIC. D'UNE REIMPLANTATION DE MB. INF. 
T872	T87.2	2	983	-	COMPLIC. D'UNE REIMPLANTATION D'UNE AUTRE PARTIE DU 
T883	T88.3	2	804	-	HYPERTHERMIE MALIGNE DUE A UNE ANEST. 
U069	U06.9	2	978	-	MALADIE DUE AU VIRUS ZIKA, SANS PRÉCISION 
U820+0	U82.0+0	2	0	-	RESISTANCE PENIC., SITUATION INFECT.
U828+0	U82.8+0	2	0	-	RESISTANCE AUTRES ANTIBIO. BETALACT., SITUATION INFECT. 
U829+0	U82.9+0	2	0	-	RESISTANCE ANTIBIO. BETALACT., SAI, SITUATION INFECT.
U830+0	U83.0+0	2	0	-	RESISTANCE VANCO., SITUATION INFECT.
U832+0	U83.2+0	2	0	-	RESISTANCE QUINOLONES, SITUATION INFECT.
U838+0	U83.8+0	2	0	-	RESISTANCE AUTRE ANTIBIO PRECISE, SITUATION INFECT.
U839+0	U83.9+0	2	0	-	RESISTANCE 1 ANTIBIO, SAI, SITUATION INFECT.
U900	U90.0	2	0	-	RESISTANCE AUX ANTIEPILEPTIQUES 
Z290	Z29.0	2	153	-	ISOLEMENT
Z432	Z43.2	2	867	10	SURV. D'ILEOSTOMIE
Z433	Z43.3	2	867	10	SURV. DE COLOSTOMIE 
Z435	Z43.5	2	435	10	SURV. DE CYSTOSTOMIE
Z436	Z43.6	2	435	10	SURV. D'AUTRES STOMIES DES VOIES URIN.
Z437	Z43.7	2	1027	10	SURV. DE VAGIN ARTIF.
Z438	Z43.8	2	653	10	SURV. D'AUTRES STOMIES
Z452	Z45.2	2	951	-	AJUST. D'UN DISPOSITIF D'ACCES VASC. 
Z4584	Z45.84	2	899	-	AJUST. D'UNE PROTHESE INT. DU S.N.C. 
Z615	Z61.5	2	773	-	DIFF. LIEES SEVICES SEX. SUR ENFANT PAR PERS. ETRANG. A 
Z616	Z61.6	2	773	-	DIFF. LIEES A DE POSSIBLES SEVICES PHYS. INFLIGES A UN 
Z94802	Z94.802	2	604	-	ALLOGREFFE DE CELL. SOUCHES HÉMATOPOIÉT., DONNEUR 
Z94803	Z94.803	2	604	-	ALLOGREFFE DE CELL. SOUCHES HÉMATOPOIÉT., GREFFON MO, 
Z94804	Z94.804	2	604	-	ALLOGREFFE DE CELL. SOUCHES HÉMATOPOIÉT., GREFFON USP, 
Z94809	Z94.809	2	604	-	ALLOGREFFE DE CELL. SOUCHES HÉMATOPOIÉT., AUTRES ET SAI 
Z9482	Z94.82	2	696	-	GREFFE D'INTESTIN
Z952	Z95.2	2	667	-	PRESENCE DE PROTHESE D'UNE VALV. CARD.
Z953	Z95.3	2	32	-	PRESENCE D'UNE VALV. CARD. XENOGENIQUE
Z954	Z95.4	2	32	-	PRESENCE D'UNE AUTRE VALV. CARD. DE REMPLACEMENT
Z982	Z98.2	2	995	-	PRESENCE D'UN APP. DE DRAINAGE DU L.C.R.
Z990	Z99.0	2	1037	-	DEPENDANCE ENVERS UN ASPIRATEUR
Z991+0	Z99.1+0	2	652	-	DEPENDANCE ENVERS UN RESPIRATEUR : VENTIL. PAR TRACHEO. 
Z991+8	Z99.1+8	2	652	-	DEPENDANCE ENVERS UN RESPIRATEUR : VENTIL. PAR MOYEN 
Z994	Z99.4	2	133	-	DEPENDANCE ENVERS UN COEUR ARTIFICIEL
A021	A02.1	3	335	-	SEPSIS A SALMONELLA 
A052	A05.2	3	878	-	INTOX. ALIMENTAIRE A CLOSTRIDIUM PERFRINGENS 
A170	A17.0	3	164	-	MENINGITE TUBERC.
A171	A17.1	3	164	-	TUBERCULOME MENINGE
A178	A17.8	3	164	-	TUBERC. DU SYST. NERV., NCA
A179	A17.9	3	164	-	TUBERC. DU SYST. NERV., SAI
A180	A18.0	3	111	-	TUBERC. DES OS ET DES ARTIC. 
A183	A18.3	3	571	-	TUBERC. DE L'INTESTIN, DU PERITOINE ET DES GGL. MESENT.
A217	A21.7	3	500	-	TULAREMIE GENERALISEE 
A227	A22.7	3	139	-	SEPSIS CHARBONNEUX 
A241	A24.1	3	139	-	MELIOIDOSE AIG. ET GALOPANTE
A267	A26.7	3	139	-	SEPSIS A ERYSIPELOTHRIX
A310	A31.0	3	721	-	INFECT. PULM. A MYCOBACTERIES ATYPIQUES 
A311	A31.1	3	813	-	INFECT. CUTANEE A MYCOBACTERIES ATYPIQUES 
A318	A31.8	3	954	-	INFECT. A MYCOBACTERIES ATYPIQUES, NCA
A319	A31.9	3	631	-	INFECT. A MYCOBACTERIES ATYPIQUES, SAI
A320	A32.0	3	291	-	LISTERIOSE CUTANEE
A328	A32.8	3	817	-	LISTERIOSE, NCA
A329	A32.9	3	241	-	LISTERIOSE, SAI
A33	A33	3	817	-	TETANOS NEONAT.
A34	A34	3	817	-	TETANOS OBST. 
A35	A35	3	817	-	TETANOS, NCA OU SAI
A413	A41.3	3	556	-	SEPSIS A HAEMOPHILUS INFLUENZAE
A419	A41.9	3	97	-	SEPSIS, SAI 
A427	A42.7	3	971	-	SEPSIS ACTINOMYCOSIQUE 
A430	A43.0	3	559	-	NOCARDIOSE PULM. 
A431	A43.1	3	291	-	NOCARDIOSE CUTANEE 
A438	A43.8	3	817	-	NOCARDIOSE, NCA
A439	A43.9	3	26	-	NOCARDIOSE, SAI
A46	A46	3	612	-	ERYSIPELE
A481	A48.1	3	559	-	MAL. DES LEGIONNAIRES PULM. OU SAI 
A482	A48.2	3	817	-	MAL. DES LEGIONNAIRES, SANS SIGNES PULM. 
A820	A82.0	3	524	-	RAGE SYLVATIQUE
A821	A82.1	3	524	-	RAGE DES RUES 
A829	A82.9	3	524	-	RAGE, SAI
A830	A83.0	3	975	-	ENCEPHALITE JAPONAISE 
A831	A83.1	3	975	-	ENCEPHALITE EQUINE OCCIDENTALE 
A832	A83.2	3	975	-	ENCEPHALITE EQUINE ORIENTALE
A833	A83.3	3	975	-	ENCEPHALITE DE SAINT-LOUIS
A834	A83.4	3	975	-	ENCEPHALITE AUSTRALIENNE
A835	A83.5	3	975	-	ENCEPHALITE DE CALIFORNIE
A836	A83.6	3	975	-	MAL. A VIRUS DE ROCIO
A838	A83.8	3	975	-	ENCEPHALITES VIRALES TRANSMISES PAR DES MOUSTIQUES, NCA 
A839	A83.9	3	975	-	ENCEPHALITE VIRALE TRANSMISE PAR DES MOUSTIQUES, SAI
A840	A84.0	3	975	-	ENCEPHALITE DE LA TAIGA 
A841	A84.1	3	975	-	ENCEPHALITE D'EUROPE CENTRALE TRANSMISE PAR DES TIQUES
A848	A84.8	3	975	-	ENCEPHALITES VIRALES TRANSMISES PAR DES TIQUES, NCA
A849	A84.9	3	975	-	ENCEPHALITE VIRALE TRANSMISE PAR DES TIQUES, SAI 
A850	A85.0	3	975	-	ENCEPHALITE A ENTEROVIRUS
A851	A85.1	3	975	-	ENCEPHALITE A ADENOVIRUS
A852	A85.2	3	975	-	ENCEPHALITE VIRALE TRANSMISE PAR DES ARTHROPODES, SAI
A858	A85.8	3	975	-	ENCEPHALITES VIRALES PREC., NCA 
A86	A86	3	417	-	ENCEPHALITE VIRALE, SAI
A872	A87.2	3	738	-	CHORIOMENINGITE LYMPHOCYTAIRE
B004	B00.4	3	282	-	ENCEPHALITE DUE AU VIRUS DE L'HERPES 
B011	B01.1	3	547	-	ENCEPHALITE VARICELLEUSE
B020	B02.0	3	755	-	ENCEPHALITE ZOSTERIENNE
B050	B05.0	3	778	-	ROUGEOLE COMPLIQ. D'UNE ENCEPHALITE 
B251	B25.1	3	926	-	HEPATITE A CYTOMEGALOVIRUS 
B252	B25.2	3	628	-	PANCREATITE A CYTOMEGALOVIRUS 
B258	B25.8	3	833	-	MAL. A CYTOMEGALOVIRUS, NCA
B259	B25.9	3	912	-	MAL. A CYTOMEGALOVIRUS, SAI
B262	B26.2	3	620	-	ENCEPHALITE OURLIENNE 
B372	B37.2	3	465	-	CANDIDOSE DE LA PEAU ET DES ONGLES
B373	B37.3	3	189	-	CANDIDOSE DE LA VULVE ET DU VAGIN
B378	B37.8	3	280	-	LOC. NCA, DE CANDIDOSE
B380	B38.0	3	194	-	COCCIDIOIDOMYCOSE PULM. AIG. 
B381	B38.1	3	390	-	COCCIDIOIDOMYCOSE PULM. CHRON.
B382	B38.2	3	390	-	COCCIDIOIDOMYCOSE PULM., SAI
B383	B38.3	3	285	-	COCCIDIOIDOMYCOSE CUTANEE
B384	B38.4	3	203	-	MENINGITE A COCCIDIOIDOMYCOSE
B387	B38.7	3	192	-	COCCIDIOIDOMYCOSE DISSEMINEE
B388	B38.8	3	192	-	COCCIDIOIDOMYCOSE, NCA 
B389	B38.9	3	675	-	COCCIDIOIDOMYCOSE, SAI
B390	B39.0	3	14	-	HISTOPLASMOSE PULM. AIG. A HISTOPLASMA CAPSULATUM
B391	B39.1	3	14	-	HISTOPLASMOSE PULM. CHRON. A HISTOPLASMA CAPSULATUM
B392	B39.2	3	14	-	HISTOPLASMOSE PULM. A HISTOPLASMA CAPSULATUM, SAI
B393	B39.3	3	929	-	HISTOPLASMOSE DISSEMINEE A HISTOPLASMA CAPSULATUM
B394	B39.4	3	14	-	HISTOPLASMOSE A HISTOPLASMA CAPSULATUM, SAI
B395	B39.5	3	929	-	HISTOPLASMOSE A HISTOPLASMA DUBOISII 
B399	B39.9	3	14	-	HISTOPLASMOSE, SAI
B400	B40.0	3	14	-	BLASTOMYCOSE PULM. AIG.
B401	B40.1	3	14	-	BLASTOMYCOSE PULM. CHRON.
B402	B40.2	3	14	-	BLASTOMYCOSE PULM., SAI 
B403	B40.3	3	440	-	BLASTOMYCOSE CUTANEE
B407	B40.7	3	929	-	BLASTOMYCOSE DISSEMINEE
B408	B40.8	3	958	-	BLASTOMYCOSE, NCA
B409	B40.9	3	884	-	BLASTOMYCOSE, SAI
B410	B41.0	3	14	-	PARACOCCIDIOIDOMYCOSE PULM.
B417	B41.7	3	929	-	PARACOCCIDIOIDOMYCOSE DISSEMINEE
B418	B41.8	3	958	-	PARACOCCIDIOIDOMYCOSE, NCA
B419	B41.9	3	14	-	PARACOCCIDIOIDOMYCOSE, SAI
B420	B42.0	3	14	-	SPOROTRICHOSE PULM.
B421	B42.1	3	440	-	SPOROTRICHOSE LYMPHO-CUTANEE
B427	B42.7	3	958	-	SPOROTRICHOSE DISSEMINEE
B428	B42.8	3	958	-	SPOROTRICHOSE, NCA 
B429	B42.9	3	884	-	SPOROTRICHOSE, SAI
B430	B43.0	3	285	-	CHROMOMYCOSE CUTANEE
B431	B43.1	3	203	-	ABCES PHAEOHYPHOMYCOSIQUE DU CERVEAU 
B432	B43.2	3	192	-	ABCES ET KYSTE PHAEOHYPHOMYCOSIQUES /S-CUT.
B438	B43.8	3	192	-	CHROMOMYCOSE, NCA
B439	B43.9	3	1013	-	CHROMOMYCOSE, SAI
B450	B45.0	3	390	-	CRYPTOCOCCOSE PULM.
B451	B45.1	3	203	-	CRYPTOCOCCOSE CEREB. 
B452	B45.2	3	285	-	CRYPTOCOCCOSE CUTANEE
B453	B45.3	3	192	-	CRYPTOCOCCOSE OSSEUSE
B457	B45.7	3	192	-	CRYPTOCOCCOSE DISSEMINEE 
B458	B45.8	3	192	-	CRYPTOCOCCOSE, NCA
B459	B45.9	3	675	-	CRYPTOCOCCOSE, SAI
B460	B46.0	3	14	-	MUCORMYCOSE PULM. 
B461	B46.1	3	958	-	MUCORMYCOSE RHINOCEREB. 
B462	B46.2	3	677	-	MUCORMYCOSE GASTRO-INTEST.
B463	B46.3	3	440	-	MUCORMYCOSE CUTANEE 
B464	B46.4	3	958	-	MUCORMYCOSE DISSEMINEE 
B465	B46.5	3	636	-	MUCORMYCOSE, SAI 
B468	B46.8	3	958	-	ZYGOMYCOSES, NCA 
B469	B46.9	3	636	-	ZYGOMYCOSE, SAI
B582	B58.2	3	871	-	MENINGO-ENCEPHALITE A TOXOPLASMA 
B780	B78.0	3	459	-	ANGUILLULOSE INTEST.
B781	B78.1	3	459	-	ANGUILLULOSE CUTANEE
B787	B78.7	3	459	-	ANGUILLULOSE DISSEMINEE
B789	B78.9	3	459	-	ANGUILLULOSE, SAI
B956	B95.6	3	244	-	STAPHYLO. AUREUS, CAUSE DE MAL. CLASSEES DANS D'AUTRES 
B964	B96.4	3	259	-	PROTEUS, CAUSE DE MAL. CLASSEES DANS D'AUTRES CHAP.
D612	D61.2	3	481	-	APLASIE MEDULLAIRE DUE A D'AUTRES AGENTS EXT. 
D618	D61.8	3	481	-	APLASIES MEDULLAIRES PREC., NCA
D641	D64.1	3	325	-	ANEMIE SIDEROBLASTIQUE IIRE., DUE A UNE MAL. 
D65	D65	3	632	-	COAGULATION INTRAVASC. DISSEMINEE 
D735	D73.5	3	960	-	INFARCTUS DE LA RATE
E052	E05.2	3	392	-	THYREOTOXICOSE AVEC GOITRE MULTINODULAIRE TOXIQUE
E15	E15	3	543	-	COMA HYPOGLYCEMIQUE NON DIABETIQUE
E222	E22.2	3	699	-	SYND. DE SECRETION ANL. DE L'HORMONE ANTIDIURETIQUE 
E41	E41	3	349	-	MARASME NUTR. 
E43	E43	3	349	-	MALNUTRITION PROTEINO-ENERGETIQUE GRAVE, SAI
E440	E44.0	3	921	-	MALNUTRITION PROTEINO-ENERGETIQUE MODEREE
E511	E51.1	3	343	-	BERIBERI 
E518	E51.8	3	949	-	MANIF. DE LA CARENCE EN THIAMINE, NCA
E519	E51.9	3	698	-	CARENCE EN THIAMINE, SAI 
E6607	E66.07	3	751	-	OBÉSITÉ DUE À UN EXCÈS CALORIQUE ADULTE + IMC = 50 KG/M² 
E6617	E66.17	3	751	-	OBÉSITÉ MÉDICAMENTEUSE ADULTE + IMC = 50 KG/M²
E6627	E66.27	3	751	-	OBÉSITÉ EXTRÊME + HYPOVENTILATION ALVÉOLAIRE ADULTE + 
E6687	E66.87	3	751	-	AUTRES OBÉSITÉS DE L'ADULTE AVEC INDICE DE MASSE CORPORELLE [IMC] ÉGAL OU SUPÉRIEUR À 50 KG/M²
E6697	E66.97	3	751	-	OBÉSITÉ SANS PRECISION ADULTE + IMC = 50 KG/M²
E8350	E83.50	3	880	-	HYPERCALCEMIE >3MMOL/L
E8700	E87.00	3	230	-	HYPERNATREMIE, >150 MMOL/L 
E8710	E87.10	3	863	-	HYPONATREMIE, <120 MMOL/L
F050	F05.0	3	711	-	DELIRIUM NON SURAJOUTE A UNE DEMENCE, AINSI DECRIT
F051	F05.1	3	711	-	DELIRIUM SURAJOUTE A UNE DEMENCE
F058	F05.8	3	711	-	DELIRIUM, NCA 
F059	F05.9	3	711	-	DELIRIUM, SAI 
F070	F07.0	3	430	-	TBL. ORG. DE LA PERSON.
F071	F07.1	3	430	-	SYND. POST-ENCEPHALITIQUE
F104	F10.4	3	826	-	TBL. MENT. DUS A ALCOOL : SYND. DE SEVR. + DELIRIUM 
F1040	F10.40	3	826	-	SYND SEVRAGE ALCOOL +DÉLIRIUM SANS CONVULSION 
F106	F10.6	3	826	-	TBL. MENT. DUS A ALCOOL : SYND. AMNESIQUE 
F107	F10.7	3	826	-	TBL. MENT. DUS A ALCOOL : TBL. RESIDUEL OU PSYCHOT. 
F1070	F10.70	3	826	-	FLASHBACKS DUS À ALCOOL
F1071	F10.71	3	826	-	TBL PERSO/COMPORT RÉSIDUEL/TARDIF DÛ À ALCOOL 
F1072	F10.72	3	826	-	TBL THYMIQUE RÉSIDUEL/TARDIF DÛ À ALCOOL
F1073	F10.73	3	826	-	DÉMENCE DUE À ALCOOL
F1074	F10.74	3	826	-	AUTRE DÉFIC COGNITIF PERSISTANT/TARDIF DÛ À ALCOOL 
F1075	F10.75	3	826	-	TBL PSYCHOT À DÉBUT TARDIF DÛ À ALCOOL
F133	F13.3	3	229	-	TBL. MENT. DUS A SEDATIFS, HYPNOT. : SYND. DE SEVRAGE
F1330	F13.30	3	229	-	SYND SEVRAGE DES SÉDATIFS, HYPNOT SANS COMPLIC 
F1331	F13.31	3	229	-	SYND SEVRAGE DES SÉDATIFS, HYPNOT +CONVULSIONS
F134	F13.4	3	229	-	TBL. MENT. DUS A SEDATIFS, HYPNOT. : SYND. DE SEVR. + 
F1340	F13.40	3	229	-	SYND SEVRAGE DES SÉDATIFS, HYPNOT +DÉLIRIUM SANS 
F1341	F13.41	3	229	-	SYND SEVRAGE DES SÉDATIFS, HYPNOT +DÉLIRIUM 
G021	G02.1	3	841	-	MENINGITE AVEC MYCOSES CL. AILL. 
G028	G02.8	3	841	-	MENINGITE AVEC AUTRES MAL. INFECT. ET PARASIT. PREC. CL. 
G210	G21.0	3	592	-	SYND. MALIN DES NEUROLEP.
G211	G21.1	3	507	-	SYND. IIRE. PARKINSONIENS NCA, DUS A DES MEDICAM.
G312	G31.2	3	21	-	DEGEN. DU SYST. NERV. LIEE A L'ALCOOL
G418	G41.8	3	526	-	ETATS DE MAL EPILEP., NCA
G419	G41.9	3	376	-	ETAT DE MAL EPILEP., SAI
G460	G46.0	3	72	-	SYND. DE L'ART. CEREB. MOY.
G461	G46.1	3	72	-	SYND. DE L'ART. CEREB. ANT. 
G462	G46.2	3	72	-	SYND. DE L'ART. CEREB. POST. 
G521	G52.1	3	195	-	AFF. DU NERF GLOSSOPHARYNGIEN
G550	G55.0	3	1	-	COMPRESSION RACINES, PLEX. NERV. AVEC MAL. TUMORALES 
G634	G63.4	3	864	-	POLYNEVRITE PAR CARENCE NUTR.
G8100	G81.00	3	475	-	HÉMIPLÉGIE FLASQUE RÉCENTE DURÉE SUP À 24 H
G820	G82.0	3	757	-	PARAPLEGIE FLASQUE
G940	G94.0	3	383	-	HYDROCEPHALIE AVEC MAL. INFECT. ET PARASIT. CL. AILL. 
G941	G94.1	3	383	-	HYDROCEPHALIE AVEC MAL. TUMORALES
G942	G94.2	3	383	-	HYDROCEPHALIE AVEC AUTRES MAL. CL. AILL.
G952	G95.2	3	464	-	COMPRESSION MEDULLAIRE, SAI
G960	G96.0	3	116	-	ECOULEMENT DU LIQUIDE CEPHALORACH.
H3200	H32.00	3	608	5	RETINITE A CYTOMEGALOVIRUS 
H3201	H32.01	3	608	5	RETINITE A TOXOPLASMA
H3208	H32.08	3	608	-	AFF. CHORIORETINIENNES AVEC AUTRES MAL. INFECT. PARASIT. 
H351	H35.1	3	608	-	RETINOPATHIE DE LA PREMATURITE
H356	H35.6	3	922	-	HEMORR. RETINIENNE
H431	H43.1	3	137	-	HEMORR. DU CORPS VITRE
H450	H45.0	3	137	-	HEMORR. DU CORPS VITRE AVEC MAL. CL. AILL.
I2100	I21.00	3	330	8	INFARCTUS DU MYOCARDE ANT., P.E.C. INITIALE 
I21000	I21.000	3	330	8	INFARCTUS DU MYOCARDE ANT., P.E.C. INITIALE, INFARCTUS 24H 
I2110	I21.10	3	330	8	INFARCTUS DU MYOCARDE INF., P.E.C. INITIALE 
I21100	I21.100	3	330	8	INFARCTUS DU MYOCARDE INF., P.E.C. INITIALE, INFARCTUS 24H 
I2120	I21.20	3	330	8	INFARCTUS DU MYOCARDE D'AUTRES LOC., P.E.C. INITIALE 
I21200	I21.200	3	330	8	INFARCTUS DU MYOCARDE D'AUTRES LOC., P.E.C. INIT., INF. 24H 
I2130	I21.30	3	330	8	INFARCTUS DU MYOCARDE DE LOC. SAI, P.E.C. INITIALE
I21300	I21.300	3	330	8	INFARCTUS DU MYOCARDE DE LOC. SAI, P.E.C. INIT., INFARC. 24H 
I2140	I21.40	3	330	8	INFARCTUS SOUS-ENDOCARDIQUE, P.E.C. INITIALE
I21400	I21.400	3	330	8	INFARCTUS SOUS-ENDOCARDIQUE, P.E.C. INITIALE, INFARC. 24H 
I2190	I21.90	3	892	8	INFARCTUS DU MYOCARDE SAI, P.E.C. INITIALE
I21900	I21.900	3	892	8	INFARCTUS DU MYOCARDE SAI, P.E.C. INITIALE, INFARCTUS DE 24H 
I2200	I22.00	3	330	8	INFARCTUS DU MYOCARDE A REPETITION ANT., P.E.C. INITIALE 
I22000	I22.000	3	330	8	INFARCTUS A REPETITION, ANT., P.E.C. INITIALE, INFARCTUS 24H 
I2210	I22.10	3	330	8	INFARCTUS A REPETITION, INF., P.E.C. INITIALE
I22100	I22.100	3	330	8	INFARCTUS A REPETITION INF., P.E.C. INITIALE, INFARCTUS 24H OU 
I2280	I22.80	3	330	8	INFARCTUS A REPETITION D'AUTRES LOC., P.E.C. INITIALE 
I22800	I22.800	3	330	8	INFARCTUS A REPETITION D'AUTRES LOC., P.E.C. INIT., INF. 24H OU 
I2290	I22.90	3	330	8	INFARCTUS DU MYOCARDE A REPETITION DE LOC. SAI, P.E.C. 
I22900	I22.900	3	330	8	INFARCTUS A REPETITION DE LOC. SAI, P.E.C. INIT., INF. 24H OU 
I236	I23.6	3	630	37	THROMBOSE OREILL., AURICULE ET VENTRICULE COMPLIQ. UN 
I260	I26.0	3	106	37	EMBOLIE PULM., AVEC MENTION DE COEUR PULM. AIG.
I269	I26.9	3	55	37	EMBOLIE PULM. SAI
I312	I31.2	3	70	38	HEMOPERICARDE, NCA
I339	I33.9	3	538	37	ENDOCARDITE AIG., SAI
I460	I46.0	3	415	37	ARRET CARD. REANIME AVEC SUCCES
I512	I51.2	3	505	37	RUPTURE DU MUSCLE PAPILLAIRE, NCA
I611	I61.1	3	242	-	HEMORR. INTRACEREB. HEMISPHERIQUE, CORTICALE
I612	I61.2	3	242	-	HEMORR. INTRACEREB. HEMISPHERIQUE, SAI
I618	I61.8	3	242	-	HEMORR. INTRACEREB., NCA 
I619	I61.9	3	242	-	HEMORR. INTRACEREB., SAI
I620	I62.0	3	563	-	HEMORR. SOUS-DURALE 
I621	I62.1	3	563	-	HEMORR. EXTRADURALE NON TRAUMA.
I629	I62.9	3	242	-	HEMORR. INTRACRAN., SAI
